,Unnamed: 0,Unnamed: 0.1,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
1523,1523,1523,29639977,2015-01-05 14:50:48,,DOT,Department of Transportation,Street Condition,Pothole,,,,,,,,,,,,,Open,,01/05/2015 02:50:48 PM,Unspecified STATEN ISLAND,STATEN ISLAND,,,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
1524,1524,1524,29641480,2015-01-05 14:50:43,,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11421,87-84 94 STREET,94 STREET,JAMAICA AVENUE,89 AVENUE,,,ADDRESS,WOODHAVEN,,,Open,01/13/2015 02:50:43 PM,,09 QUEENS,QUEENS,1025539,191954,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.693449846360046,-73.8511077599669,"(40.693449846360046, -73.8511077599669)"
1525,1525,1525,29642209,2015-01-05 14:50:33,,DOF,Senior Citizen Rent Increase Exemption Unit,SCRIE,Update Tenant Information,Senior Address,11375,69-10 YELLOWSTONE BOULEVARD,YELLOWSTONE BOULEVARD,69 AVENUE,69 ROAD,,,ADDRESS,FOREST HILLS,,,Open,01/19/2015 02:50:33 PM,,06 QUEENS,QUEENS,1026745,203186,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.724273270168915,-73.8466879235422,"(40.724273270168915, -73.8466879235422)"
1526,1526,1526,29638884,2015-01-05 14:50:23,,DOT,Department of Transportation,Street Condition,Pothole,,,,,,,,,,,,,Open,,01/05/2015 02:50:23 PM,Unspecified QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
1527,1527,1527,29639154,2015-01-05 14:50:20,,DOF,Department of Finance,DOF Literature Request,SCRIE - Application for Seniors Not Enrolled - English,,,,,,,,,,,,,Open,01/12/2015 02:50:20 PM,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
1528,1528,1528,29637736,2015-01-05 14:50:12,,DOT,Department of Transportation,Street Condition,Pothole,,,,,,,,,,,,,Open,,01/05/2015 02:50:12 PM,Unspecified QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
1529,1529,1529,29637586,2015-01-05 14:50:00,01/05/2015 09:00:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11234,1235 EAST 66 STREET,EAST 66 STREET,RALPH AVENUE,AVENUE M,,,ADDRESS,BROOKLYN,,,Closed,,01/05/2015 09:00:00 PM,18 BROOKLYN,BROOKLYN,1007263,166334,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.62319500574119,-73.91710021228857,"(40.62319500574119, -73.91710021228857)"
1530,1530,1530,29634282,2015-01-05 14:49:22,,DOT,Department of Transportation,Street Condition,Pothole,,,,,,,,,,,,,Open,,01/05/2015 02:49:22 PM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
1531,1531,1531,29635663,2015-01-05 14:49:13,01/05/2015 02:49:13 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,,,,,,,,,Closed,,01/05/2015 02:49:13 PM,Unspecified STATEN ISLAND,STATEN ISLAND,,,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
1532,1532,1532,29636696,2015-01-05 14:48:52,01/05/2015 02:48:52 PM,DOB,Department of Buildings,General Construction/Plumbing,Site Conditions Endangering Workers,,,2 AVENUE,2 AVENUE,,,,,,,,,Open,,01/05/2015 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
1533,1533,1533,29636576,2015-01-05 14:48:51,01/05/2015 04:18:06 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11201,510 FULTON STREET,FULTON STREET,BOND STREET,HANOVER PLACE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/05/2015 10:48:51 PM,01/05/2015 04:18:06 PM,02 BROOKLYN,BROOKLYN,989122,190474,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68948256141962,-73.98243213717063,"(40.68948256141962, -73.98243213717063)"
1534,1534,1534,29642539,2015-01-05 14:48:41,01/05/2015 02:49:03 PM,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Food Stamp,NYC Street Address,,,,,,,,,,,,Closed,,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
1535,1535,1535,29636568,2015-01-05 14:47:52,,DOT,Department of Transportation,Street Condition,Pothole,,,309,,,,,,,,,,Open,,01/05/2015 02:47:52 PM,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
1536,1536,1536,29636520,2015-01-05 14:47:42,01/05/2015 02:49:02 PM,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,Address Outside of NYC,,,,,,,,,,,,Closed,,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
1537,1537,1537,29638718,2015-01-05 14:47:41,,DOF,Department of Finance,DOF Literature Request,SCRIE Renewal Application - Rent-Stabilized Apartments,,,,,,,,,,,,,Open,01/12/2015 02:47:41 PM,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
1538,1538,1538,29641711,2015-01-05 14:47:10,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Restaurant/Bar/Deli/Bakery,11219,5701 FORT HAMILTN PARKWAY,FORT HAMILTN PARKWAY,57 STREET,58 STREET,,,ADDRESS,BROOKLYN,,,Assigned,02/11/2015 02:47:10 PM,01/05/2015 04:02:31 PM,12 BROOKLYN,BROOKLYN,983281,170428,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63446200930437,-74.00349121995474,"(40.63446200930437, -74.00349121995474)"
1539,1539,1539,29637891,2015-01-05 14:47:00,,DSNY,A - Bronx,Dirty Conditions,E1 Improper Disposal,Sidewalk,10473,1783 PATTERSON AVENUE,PATTERSON AVENUE,ST LAWRENCE AVENUE,BEACH AVENUE,,,ADDRESS,BRONX,,,Open,,,09 BRONX,BRONX,1022274,235399,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.81270981869746,-73.86263598024433,"(40.81270981869746, -73.86263598024433)"
1540,1540,1540,29640765,2015-01-05 14:47:00,,DEP,Department of Environmental Protection,Air Quality,"Air: Dust, Construction/Demolition (AE4)",,11215,489 3 AVENUE,3 AVENUE,10 STREET,11 STREET,,,ADDRESS,BROOKLYN,,,Open,,,06 BROOKLYN,BROOKLYN,986505,183532,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.670429399580414,-73.99187105630513,"(40.670429399580414, -73.99187105630513)"
1541,1541,1541,29642097,2015-01-05 14:46:52,,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Dust from Construction,Commercial Building,10033,2400 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST 179 STREET,WEST 180 STREET,,,ADDRESS,NEW YORK,,,Open,02/19/2015 02:46:52 PM,,12 MANHATTAN,MANHATTAN,1003121,247834,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84690199547785,-73.9317923403863,"(40.84690199547785, -73.9317923403863)"
1542,1542,1542,29634075,2015-01-05 14:46:30,01/05/2015 10:44:54 PM,NYPD,New York City Police Department,Animal Abuse,Neglected,Residential Building/House,10075,314 EAST 80 STREET,EAST 80 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,01/05/2015 10:46:30 PM,01/05/2015 10:44:54 PM,08 MANHATTAN,MANHATTAN,997106,221124,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.773601280878296,-73.95358420739699,"(40.773601280878296, -73.95358420739699)"
1543,1543,1543,29634537,2015-01-05 14:46:29,,DOT,Department of Transportation,Highway Condition,Pothole - Highway,Highway,10032,,,,,,,,NEW YORK,,,Open,01/15/2015 02:46:29 PM,,12 MANHATTAN,MANHATTAN,1002778,245129,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,Harlem River Dr,South/Downtown,Ramp,Entrance ramp from George Washington Bridge,,,,40.83947829064098,-73.93303955852478,"(40.83947829064098, -73.93303955852478)"
1544,1544,1544,29642690,2015-01-05 14:45:52,,DOB,DOB Inspections - Queens,Construction,Initial - Construction,Street Address,11365,59-33 160 STREET,160 STREET,59 AVENUE,LONG ISLAND EXPRESSWAY,,,ADDRESS,FRESH MEADOWS,,,Open,01/09/2015 02:45:52 PM,,07 QUEENS,QUEENS,1037355,208887,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.739863747037326,-73.80836462510742,"(40.739863747037326, -73.80836462510742)"
1545,1545,1545,29638770,2015-01-05 14:45:44,,DOF,Senior Citizen Rent Increase Exemption Unit,SCRIE,Rent Discrepancy,Senior Address,11203,415 EAST 54 STREET,EAST 54 STREET,SNYDER AVENUE,TILDEN AVENUE,,,ADDRESS,BROOKLYN,,,Open,01/19/2015 02:45:44 PM,,17 BROOKLYN,BROOKLYN,1004745,175641,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.648746913532044,-73.92614253753636,"(40.648746913532044, -73.92614253753636)"
1546,1546,1546,29635923,2015-01-05 14:45:21,01/05/2015 02:45:21 PM,DOB,Department of Buildings,Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,,10012,650 BROADWAY,BROADWAY,BLEECKER STREET,BOND STREET,,,ADDRESS,NEW YORK,,,Open,,01/05/2015 12:00:00 AM,02 MANHATTAN,MANHATTAN,985456,204049,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72674398325149,-73.99564887340004,"(40.72674398325149, -73.99564887340004)"
1547,1547,1547,29639978,2015-01-05 14:45:15,,DOT,Department of Transportation,Street Condition,Pothole,,,504,,,,,,,,,,Open,,01/05/2015 02:45:15 PM,Unspecified STATEN ISLAND,STATEN ISLAND,,,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
1548,1548,1548,29638672,2015-01-05 14:45:00,,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11236,EAST   80 STREET,EAST   80 STREET,PAERDEGAT    3 STREET,AVENUE K,,,BLOCKFACE,BROOKLYN,,,Open,,,18 BROOKLYN,BROOKLYN,1009247,169730,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63251093038014,-73.90994067168022,"(40.63251093038014, -73.90994067168022)"
1549,1549,1549,29634442,2015-01-05 14:44:31,01/05/2015 06:07:04 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11224,2727 STILLWELL AVENUE,STILLWELL AVENUE,BODY OF WATER,NEPTUNE AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/05/2015 10:44:31 PM,01/05/2015 06:07:04 PM,13 BROOKLYN,BROOKLYN,989168,150991,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.58111011462059,-73.98229504227645,"(40.58111011462059, -73.98229504227645)"
1550,1550,1550,29637943,2015-01-05 14:44:19,01/05/2015 02:44:41 PM,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,NYC Street Address,,,,,,,,,,,,Closed,,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
1551,1551,1551,29642119,2015-01-05 14:44:00,01/05/2015 02:44:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11219,1472 43 STREET,43 STREET,14 AVENUE,15 AVENUE,,,ADDRESS,BROOKLYN,,,Closed,,01/05/2015 02:44:00 PM,12 BROOKLYN,BROOKLYN,988423,171049,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63616559226728,-73.98496467196809,"(40.63616559226728, -73.98496467196809)"
1552,1552,1552,29642427,2015-01-05 14:44:00,01/06/2015 12:25:00 AM,DOT,Department of Transportation,Traffic Signal Condition,LED Lense,,,,,,,BRADHURST AVE,145 ST W,INTERSECTION,,,,Closed,,01/06/2015 12:25:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
1553,1553,1553,29636325,2015-01-05 14:43:55,01/05/2015 02:43:55 PM,DOB,Department of Buildings,General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,,11204,1625 72 STREET,72 STREET,16 AVENUE,17 AVENUE,,,ADDRESS,BROOKLYN,,,Open,,01/05/2015 12:00:00 AM,11 BROOKLYN,BROOKLYN,984740,164271,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61756237616412,-73.99823502097921,"(40.61756237616412, -73.99823502097921)"
1554,1554,1554,29636894,2015-01-05 14:43:54,01/05/2015 02:43:54 PM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11370,31-22 77 STREET,77 STREET,31 AVENUE,32 AVENUE,,,ADDRESS,East Elmhurst,,,Open,,01/05/2015 12:00:00 AM,03 QUEENS,QUEENS,1014562,215496,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.75811126543249,-73.89058582639522,"(40.75811126543249, -73.89058582639522)"
1555,1555,1555,29635900,2015-01-05 14:43:30,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Commercial Building,11377,32-29 61 STREET,61 STREET,32 AVENUE,NORTHERN BOULEVARD,,,ADDRESS,WOODSIDE,,,Open,02/11/2015 02:43:30 PM,,01 QUEENS,QUEENS,1011550,214460,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75527752453705,-73.90146213637247,"(40.75527752453705, -73.90146213637247)"
1556,1556,1556,29639714,2015-01-05 14:43:27,01/05/2015 05:16:51 PM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11434,179-28 142 AVENUE,142 AVENUE,FARMERS BOULEVARD,180 STREET,,,ADDRESS,JAMAICA,,Precinct,Closed,01/05/2015 10:43:27 PM,01/05/2015 05:16:51 PM,12 QUEENS,QUEENS,1049520,183535,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67019731830243,-73.76471177560812,"(40.67019731830243, -73.76471177560812)"
1557,1557,1557,29642695,2015-01-05 14:43:25,,DOB,DOB Inspections - Queens,Construction,Initial - Construction,Street Address,11365,59-33 160 STREET,160 STREET,59 AVENUE,LONG ISLAND EXPRESSWAY,,,ADDRESS,FRESH MEADOWS,,,Open,01/09/2015 02:43:25 PM,,07 QUEENS,QUEENS,1037355,208887,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.739863747037326,-73.80836462510742,"(40.739863747037326, -73.80836462510742)"
1558,1558,1558,29634216,2015-01-05 14:43:00,,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,11362,58-20 255 STREET,255 STREET,58 AVENUE,60 AVENUE,,,ADDRESS,Little Neck,,,Open,,,11 QUEENS,QUEENS,1060376,216773,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7613405240814,-73.72520194296341,"(40.7613405240814, -73.72520194296341)"
1559,1559,1559,29634123,2015-01-05 14:43:00,,DEP,Department of Environmental Protection,Air Quality,"Air: Dust, Construction/Demolition (AE4)",,10026,,,,,WEST 111 STREET,8 AVENUE,INTERSECTION,NEW YORK,,,Open,,,10 MANHATTAN,MANHATTAN,995962,231190,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.80123134310522,-73.95769699711626,"(40.80123134310522, -73.95769699711626)"
1560,1560,1560,29638878,2015-01-05 14:43:00,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10462,2190 BOSTON ROAD,BOSTON ROAD,BRONX PARK EAST,BRONX RIVER PARKWAY ET 7 E NB,,,ADDRESS,BRONX,,,Open,,,11 BRONX,BRONX,1020364,251338,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.856465738101676,-73.86945014653612,"(40.856465738101676, -73.86945014653612)"
1561,1561,1561,29642786,2015-01-05 14:43:00,01/05/2015 03:45:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Visor,,,,,,,BROADWAY,133 ST W,INTERSECTION,,,,Assigned,,01/05/2015 03:45:00 PM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
1562,1562,1562,29639153,2015-01-05 14:42:35,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11213,1681 DEAN STREET,DEAN STREET,SCHENECTADY AVENUE,UTICA AVENUE,,,ADDRESS,BROOKLYN,,,Open,02/04/2015 02:42:35 PM,,08 BROOKLYN,BROOKLYN,1003089,185538,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.675915660472924,-73.93208257951805,"(40.675915660472924, -73.93208257951805)"
1563,1563,1563,29637618,2015-01-05 14:42:03,,DOT,Department of Transportation,Street Condition,Pothole,,,,,,,,,,,,,Open,,01/05/2015 02:42:03 PM,Unspecified QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
1564,1564,1564,29634516,2015-01-05 14:42:01,,DOT,Department of Transportation,Highway Condition,Graffiti - Highway,Highway,,,,,,,,,,,,Open,01/19/2015 11:41:34 AM,,Unspecified STATEN ISLAND,STATEN ISLAND,,,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,Richmond Pkwy/Korean War Vets,South/New Jersey Bound,Ramp,Arden Ave,,,,,,
1565,1565,1565,29634239,2015-01-05 14:41:50,01/05/2015 03:57:54 PM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10026,137 WEST 117 STREET,WEST 117 STREET,LENOX AVENUE,7 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,01/05/2015 10:41:50 PM,01/05/2015 03:57:54 PM,10 MANHATTAN,MANHATTAN,997838,231995,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80343816133914,-73.95091937601698,"(40.80343816133914, -73.95091937601698)"
1566,1566,1566,29638163,2015-01-05 14:41:44,01/05/2015 02:41:44 PM,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,,10012,650 BROADWAY,BROADWAY,BLEECKER STREET,BOND STREET,,,ADDRESS,NEW YORK,,,Open,,01/05/2015 12:00:00 AM,02 MANHATTAN,MANHATTAN,985456,204049,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72674398325149,-73.99564887340004,"(40.72674398325149, -73.99564887340004)"
1567,1567,1567,29636378,2015-01-05 14:41:38,01/05/2015 05:55:43 PM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10457,705 FAIRMONT PLACE,FAIRMONT PLACE,CROTONA AVENUE,CLINTON AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,01/05/2015 10:41:38 PM,01/05/2015 05:55:43 PM,06 BRONX,BRONX,1014194,246869,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84422274817813,-73.89177424554117,"(40.84422274817813, -73.89177424554117)"
1568,1568,1568,29639285,2015-01-05 14:41:11,,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,,,,,,,,,,Open,01/12/2015 02:41:11 PM,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
1569,1569,1569,29635240,2015-01-05 14:41:00,01/05/2015 05:35:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lens,,,,,,,BROADWAY,225 ST W,INTERSECTION,,,,Closed,,01/05/2015 05:35:00 PM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
1570,1570,1570,29638821,2015-01-05 14:41:00,,DEP,Department of Environmental Protection,Water System,High Water Pressure (WHP),,10304,145 UPTON STREET,UPTON STREET,DEAD END,VISTA AVENUE,,,ADDRESS,STATEN ISLAND,,,Open,,,02 STATEN ISLAND,STATEN ISLAND,957116,157305,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.59840060931397,-74.09770858542184,"(40.59840060931397, -74.09770858542184)"
1571,1571,1571,29638077,2015-01-05 14:40:52,01/05/2015 02:45:20 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,11235,,,,,,,,BROOKLYN,,,Closed,01/19/2015 02:40:52 PM,01/05/2015 02:45:20 PM,15 BROOKLYN,BROOKLYN,,,PS 286 Playground,BROOKLYN,PS 286 Playground,B306,,,7189658900,Avenue Y between Brown and Haring Streets,BROOKLYN,NY,11235,,,,,,,,,,,,,,,
1572,1572,1572,29641045,2015-01-05 14:40:45,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11365,165-19 JEWEL AVENUE,JEWEL AVENUE,165 STREET,166 STREET,,,ADDRESS,FRESH MEADOWS,,,Open,01/13/2015 02:40:45 PM,,08 QUEENS,QUEENS,1038623,205893,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73163827175128,-73.80381311691326,"(40.73163827175128, -73.80381311691326)"
1573,1573,1573,29639326,2015-01-05 14:40:44,,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,,,,,,,,,,Open,01/12/2015 02:40:44 PM,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
1574,1574,1574,29635211,2015-01-05 14:40:39,01/05/2015 02:41:31 PM,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,NYC Street Address,,,,,,,,,,,,Closed,,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
